geo,geo_label,c_resid,c_resid_label,time,value
EU27_2020,European Union - 27 countries (from 2020),DE,Germany,2022,0
EU27_2020,European Union - 27 countries (from 2020),DE,Germany,2023,0
EU27_2020,European Union - 27 countries (from 2020),DE,Germany,2024,0
EU27_2020,European Union - 27 countries (from 2020),DE,Germany,2025,0
FI,Finland,DE,Germany,2021,0
FI,Finland,DE,Germany,2022,0
FI,Finland,DE,Germany,2023,0
FI,Finland,DE,Germany,2024,0
FI,Finland,DE,Germany,2025,0
FR,France,DE,Germany,2021,0
FR,France,DE,Germany,2022,0
FR,France,DE,Germany,2023,0
FR,France,DE,Germany,2024,0
FR,France,DE,Germany,2025,0
HR,Croatia,DE,Germany,2021,0
HR,Croatia,DE,Germany,2022,0
HR,Croatia,DE,Germany,2023,0
HR,Croatia,DE,Germany,2024,0
HR,Croatia,DE,Germany,2025,0
HU,Hungary,DE,Germany,2021,0
HU,Hungary,DE,Germany,2022,0
HU,Hungary,DE,Germany,2023,0
HU,Hungary,DE,Germany,2024,0
HU,Hungary,DE,Germany,2025,0
IE,Ireland,DE,Germany,2021,0
IE,Ireland,DE,Germany,2022,0
IE,Ireland,DE,Germany,2023,0
IE,Ireland,DE,Germany,2024,0
IE,Ireland,DE,Germany,2025,0
IS,Iceland,DE,Germany,2021,0
IS,Iceland,DE,Germany,2022,0
IS,Iceland,DE,Germany,2023,0
IS,Iceland,DE,Germany,2024,0
IS,Iceland,DE,Germany,2025,0
IT,Italy,DE,Germany,2021,0
IT,Italy,DE,Germany,2022,0
IT,Italy,DE,Germany,2023,0
IT,Italy,DE,Germany,2024,0
IT,Italy,DE,Germany,2025,0
LI,Liechtenstein,DE,Germany,2021,0
LI,Liechtenstein,DE,Germany,2022,0
LI,Liechtenstein,DE,Germany,2023,0
LI,Liechtenstein,DE,Germany,2024,0
LI,Liechtenstein,DE,Germany,2025,0
LT,Lithuania,DE,Germany,2021,0
LT,Lithuania,DE,Germany,2022,0
LT,Lithuania,DE,Germany,2023,0
LT,Lithuania,DE,Germany,2024,0
LT,Lithuania,DE,Germany,2025,0
LU,Luxembourg,DE,Germany,2021,0
LU,Luxembourg,DE,Germany,2022,0
LU,Luxembourg,DE,Germany,2023,0
LU,Luxembourg,DE,Germany,2024,0
LU,Luxembourg,DE,Germany,2025,0
LV,Latvia,DE,Germany,2021,0
LV,Latvia,DE,Germany,2022,0
LV,Latvia,DE,Germany,2023,0
LV,Latvia,DE,Germany,2024,0
LV,Latvia,DE,Germany,2025,0
MT,Malta,DE,Germany,2021,0
MT,Malta,DE,Germany,2022,0
MT,Malta,DE,Germany,2023,0
MT,Malta,DE,Germany,2024,0
MT,Malta,DE,Germany,2025,0
NL,Netherlands,DE,Germany,2021,0
NL,Netherlands,DE,Germany,2022,0
NL,Netherlands,DE,Germany,2023,0
NL,Netherlands,DE,Germany,2024,0
NL,Netherlands,DE,Germany,2025,0
NO,Norway,DE,Germany,2021,0
NO,Norway,DE,Germany,2022,0
NO,Norway,DE,Germany,2023,0
NO,Norway,DE,Germany,2024,0
NO,Norway,DE,Germany,2025,0
PL,Poland,DE,Germany,2021,0
PL,Poland,DE,Germany,2022,0
PL,Poland,DE,Germany,2023,0
PL,Poland,DE,Germany,2024,0
PL,Poland,DE,Germany,2025,0
PT,Portugal,DE,Germany,2021,0
PT,Portugal,DE,Germany,2022,0
PT,Portugal,DE,Germany,2023,0
PT,Portugal,DE,Germany,2024,0
PT,Portugal,DE,Germany,2025,0
RO,Romania,DE,Germany,2021,0
RO,Romania,DE,Germany,2022,0
RO,Romania,DE,Germany,2023,0
RO,Romania,DE,Germany,2024,0
RO,Romania,DE,Germany,2025,0
SE,Sweden,DE,Germany,2021,0
SE,Sweden,DE,Germany,2022,0
SE,Sweden,DE,Germany,2023,0
SE,Sweden,DE,Germany,2024,0
SE,Sweden,DE,Germany,2025,0
SI,Slovenia,DE,Germany,2021,0
SI,Slovenia,DE,Germany,2022,0
SI,Slovenia,DE,Germany,2023,0
SI,Slovenia,DE,Germany,2024,0
SI,Slovenia,DE,Germany,2025,0
SK,Slovakia,DE,Germany,2021,0
SK,Slovakia,DE,Germany,2022,0
SK,Slovakia,DE,Germany,2023,0
SK,Slovakia,DE,Germany,2024,0
SK,Slovakia,DE,Germany,2025,0
AT,Austria,DJ,Djibouti,2021,0
AT,Austria,DJ,Djibouti,2022,0
AT,Austria,DJ,Djibouti,2023,0
AT,Austria,DJ,Djibouti,2024,0
AT,Austria,DJ,Djibouti,2025,0
BE,Belgium,DJ,Djibouti,2021,0
BE,Belgium,DJ,Djibouti,2022,0
BE,Belgium,DJ,Djibouti,2023,0
BE,Belgium,DJ,Djibouti,2024,0
BE,Belgium,DJ,Djibouti,2025,0
BG,Bulgaria,DJ,Djibouti,2021,0
BG,Bulgaria,DJ,Djibouti,2022,0
BG,Bulgaria,DJ,Djibouti,2023,0
BG,Bulgaria,DJ,Djibouti,2024,0
BG,Bulgaria,DJ,Djibouti,2025,0
CH,Switzerland,DJ,Djibouti,2021,0
CH,Switzerland,DJ,Djibouti,2022,0
CH,Switzerland,DJ,Djibouti,2023,0
CH,Switzerland,DJ,Djibouti,2024,0
CH,Switzerland,DJ,Djibouti,2025,0
CY,Cyprus,DJ,Djibouti,2021,0
CY,Cyprus,DJ,Djibouti,2022,0
CY,Cyprus,DJ,Djibouti,2023,0
CY,Cyprus,DJ,Djibouti,2024,0
CY,Cyprus,DJ,Djibouti,2025,0
CZ,Czechia,DJ,Djibouti,2021,0
CZ,Czechia,DJ,Djibouti,2022,0
CZ,Czechia,DJ,Djibouti,2023,0
CZ,Czechia,DJ,Djibouti,2024,0
CZ,Czechia,DJ,Djibouti,2025,0
DE,Germany,DJ,Djibouti,2021,0
DE,Germany,DJ,Djibouti,2022,0
DE,Germany,DJ,Djibouti,2023,0
DE,Germany,DJ,Djibouti,2024,0
DE,Germany,DJ,Djibouti,2025,0
DK,Denmark,DJ,Djibouti,2021,0
DK,Denmark,DJ,Djibouti,2022,0
DK,Denmark,DJ,Djibouti,2023,0
DK,Denmark,DJ,Djibouti,2024,0
DK,Denmark,DJ,Djibouti,2025,0
EE,Estonia,DJ,Djibouti,2021,0
EE,Estonia,DJ,Djibouti,2022,0
EE,Estonia,DJ,Djibouti,2023,0
EE,Estonia,DJ,Djibouti,2024,0
EE,Estonia,DJ,Djibouti,2025,0
EL,Greece,DJ,Djibouti,2021,0
EL,Greece,DJ,Djibouti,2022,0
EL,Greece,DJ,Djibouti,2023,0
EL,Greece,DJ,Djibouti,2024,0
EL,Greece,DJ,Djibouti,2025,0
ES,Spain,DJ,Djibouti,2021,0
ES,Spain,DJ,Djibouti,2022,0
ES,Spain,DJ,Djibouti,2023,0
ES,Spain,DJ,Djibouti,2024,0
ES,Spain,DJ,Djibouti,2025,0
EU27_2020,European Union - 27 countries (from 2020),DJ,Djibouti,2021,5
EU27_2020,European Union - 27 countries (from 2020),DJ,Djibouti,2022,75
EU27_2020,European Union - 27 countries (from 2020),DJ,Djibouti,2023,10
EU27_2020,European Union - 27 countries (from 2020),DJ,Djibouti,2024,15
EU27_2020,European Union - 27 countries (from 2020),DJ,Djibouti,2025,0
FI,Finland,DJ,Djibouti,2021,0
FI,Finland,DJ,Djibouti,2022,0
FI,Finland,DJ,Djibouti,2023,0
FI,Finland,DJ,Djibouti,2024,0
FI,Finland,DJ,Djibouti,2025,0
FR,France,DJ,Djibouti,2021,0
FR,France,DJ,Djibouti,2022,0
FR,France,DJ,Djibouti,2023,0
FR,France,DJ,Djibouti,2024,15
FR,France,DJ,Djibouti,2025,0
HR,Croatia,DJ,Djibouti,2021,0
HR,Croatia,DJ,Djibouti,2022,0
HR,Croatia,DJ,Djibouti,2023,0
HR,Croatia,DJ,Djibouti,2024,0
HR,Croatia,DJ,Djibouti,2025,0
HU,Hungary,DJ,Djibouti,2021,0
HU,Hungary,DJ,Djibouti,2022,0
HU,Hungary,DJ,Djibouti,2023,0
HU,Hungary,DJ,Djibouti,2024,0
HU,Hungary,DJ,Djibouti,2025,0
IE,Ireland,DJ,Djibouti,2021,0
IE,Ireland,DJ,Djibouti,2022,0
IE,Ireland,DJ,Djibouti,2023,0
IE,Ireland,DJ,Djibouti,2024,0
IE,Ireland,DJ,Djibouti,2025,0
IS,Iceland,DJ,Djibouti,2021,0
IS,Iceland,DJ,Djibouti,2022,0
IS,Iceland,DJ,Djibouti,2023,0
IS,Iceland,DJ,Djibouti,2024,0
IS,Iceland,DJ,Djibouti,2025,0
IT,Italy,DJ,Djibouti,2021,0
IT,Italy,DJ,Djibouti,2022,0
IT,Italy,DJ,Djibouti,2023,0
IT,Italy,DJ,Djibouti,2024,0
IT,Italy,DJ,Djibouti,2025,0
LI,Liechtenstein,DJ,Djibouti,2021,0
LI,Liechtenstein,DJ,Djibouti,2022,0
LI,Liechtenstein,DJ,Djibouti,2023,0
LI,Liechtenstein,DJ,Djibouti,2024,0
LI,Liechtenstein,DJ,Djibouti,2025,0
LT,Lithuania,DJ,Djibouti,2021,0
LT,Lithuania,DJ,Djibouti,2022,0
LT,Lithuania,DJ,Djibouti,2023,0
LT,Lithuania,DJ,Djibouti,2024,0
LT,Lithuania,DJ,Djibouti,2025,0
LU,Luxembourg,DJ,Djibouti,2021,0
LU,Luxembourg,DJ,Djibouti,2022,0
LU,Luxembourg,DJ,Djibouti,2023,0
LU,Luxembourg,DJ,Djibouti,2024,0
LU,Luxembourg,DJ,Djibouti,2025,0
LV,Latvia,DJ,Djibouti,2021,0
LV,Latvia,DJ,Djibouti,2022,0
LV,Latvia,DJ,Djibouti,2023,0
LV,Latvia,DJ,Djibouti,2024,0
LV,Latvia,DJ,Djibouti,2025,0
MT,Malta,DJ,Djibouti,2021,0
MT,Malta,DJ,Djibouti,2022,0
MT,Malta,DJ,Djibouti,2023,0
MT,Malta,DJ,Djibouti,2024,0
MT,Malta,DJ,Djibouti,2025,0
NL,Netherlands,DJ,Djibouti,2021,0
NL,Netherlands,DJ,Djibouti,2022,0
NL,Netherlands,DJ,Djibouti,2023,0
NL,Netherlands,DJ,Djibouti,2024,0
NL,Netherlands,DJ,Djibouti,2025,0
NO,Norway,DJ,Djibouti,2021,0
NO,Norway,DJ,Djibouti,2022,0
NO,Norway,DJ,Djibouti,2023,0
NO,Norway,DJ,Djibouti,2024,0
NO,Norway,DJ,Djibouti,2025,0
PL,Poland,DJ,Djibouti,2021,0
PL,Poland,DJ,Djibouti,2022,0
PL,Poland,DJ,Djibouti,2023,0
PL,Poland,DJ,Djibouti,2024,0
PL,Poland,DJ,Djibouti,2025,0
PT,Portugal,DJ,Djibouti,2021,0
PT,Portugal,DJ,Djibouti,2022,0
PT,Portugal,DJ,Djibouti,2023,0
PT,Portugal,DJ,Djibouti,2024,0
PT,Portugal,DJ,Djibouti,2025,0
RO,Romania,DJ,Djibouti,2021,0
RO,Romania,DJ,Djibouti,2022,0
RO,Romania,DJ,Djibouti,2023,0
RO,Romania,DJ,Djibouti,2024,0
RO,Romania,DJ,Djibouti,2025,0
SE,Sweden,DJ,Djibouti,2021,5
SE,Sweden,DJ,Djibouti,2022,75
SE,Sweden,DJ,Djibouti,2023,10
SE,Sweden,DJ,Djibouti,2024,0
SE,Sweden,DJ,Djibouti,2025,0
SI,Slovenia,DJ,Djibouti,2021,0
SI,Slovenia,DJ,Djibouti,2022,0
SI,Slovenia,DJ,Djibouti,2023,0
SI,Slovenia,DJ,Djibouti,2024,0
SI,Slovenia,DJ,Djibouti,2025,0
SK,Slovakia,DJ,Djibouti,2021,0
SK,Slovakia,DJ,Djibouti,2022,0
SK,Slovakia,DJ,Djibouti,2023,0
SK,Slovakia,DJ,Djibouti,2024,0
SK,Slovakia,DJ,Djibouti,2025,0
AT,Austria,DK,Denmark,2021,0
AT,Austria,DK,Denmark,2022,0
AT,Austria,DK,Denmark,2023,0
AT,Austria,DK,Denmark,2024,0
AT,Austria,DK,Denmark,2025,0
BE,Belgium,DK,Denmark,2021,0
BE,Belgium,DK,Denmark,2022,0
BE,Belgium,DK,Denmark,2023,0
BE,Belgium,DK,Denmark,2024,0
BE,Belgium,DK,Denmark,2025,0
BG,Bulgaria,DK,Denmark,2021,0
BG,Bulgaria,DK,Denmark,2022,0
BG,Bulgaria,DK,Denmark,2023,0
BG,Bulgaria,DK,Denmark,2024,0
BG,Bulgaria,DK,Denmark,2025,0
CH,Switzerland,DK,Denmark,2021,0
CH,Switzerland,DK,Denmark,2022,0
CH,Switzerland,DK,Denmark,2023,0
CH,Switzerland,DK,Denmark,2024,0
CH,Switzerland,DK,Denmark,2025,0
CY,Cyprus,DK,Denmark,2021,0
CY,Cyprus,DK,Denmark,2022,0
CY,Cyprus,DK,Denmark,2023,0
CY,Cyprus,DK,Denmark,2024,0
CY,Cyprus,DK,Denmark,2025,0
CZ,Czechia,DK,Denmark,2021,0
CZ,Czechia,DK,Denmark,2022,0
CZ,Czechia,DK,Denmark,2023,0
CZ,Czechia,DK,Denmark,2024,0
CZ,Czechia,DK,Denmark,2025,0
DE,Germany,DK,Denmark,2021,0
DE,Germany,DK,Denmark,2022,0
DE,Germany,DK,Denmark,2023,0
DE,Germany,DK,Denmark,2024,0
DE,Germany,DK,Denmark,2025,0
DK,Denmark,DK,Denmark,2021,0
DK,Denmark,DK,Denmark,2022,0
DK,Denmark,DK,Denmark,2023,0
DK,Denmark,DK,Denmark,2024,0
DK,Denmark,DK,Denmark,2025,0
EE,Estonia,DK,Denmark,2021,0
EE,Estonia,DK,Denmark,2022,0
EE,Estonia,DK,Denmark,2023,0
EE,Estonia,DK,Denmark,2024,0
EE,Estonia,DK,Denmark,2025,0
EL,Greece,DK,Denmark,2021,0
EL,Greece,DK,Denmark,2022,0
EL,Greece,DK,Denmark,2023,0
EL,Greece,DK,Denmark,2024,0
EL,Greece,DK,Denmark,2025,0
ES,Spain,DK,Denmark,2021,0
ES,Spain,DK,Denmark,2022,0
ES,Spain,DK,Denmark,2023,0
ES,Spain,DK,Denmark,2024,0
ES,Spain,DK,Denmark,2025,0
EU27_2020,European Union - 27 countries (from 2020),DK,Denmark,2021,0
EU27_2020,European Union - 27 countries (from 2020),DK,Denmark,2022,0
EU27_2020,European Union - 27 countries (from 2020),DK,Denmark,2023,0
EU27_2020,European Union - 27 countries (from 2020),DK,Denmark,2024,0
EU27_2020,European Union - 27 countries (from 2020),DK,Denmark,2025,0
FI,Finland,DK,Denmark,2021,0
FI,Finland,DK,Denmark,2022,0
FI,Finland,DK,Denmark,2023,0
FI,Finland,DK,Denmark,2024,0
FI,Finland,DK,Denmark,2025,0
FR,France,DK,Denmark,2021,0
FR,France,DK,Denmark,2022,0
FR,France,DK,Denmark,2023,0
FR,France,DK,Denmark,2024,0
FR,France,DK,Denmark,2025,0
HR,Croatia,DK,Denmark,2021,0
HR,Croatia,DK,Denmark,2022,0
HR,Croatia,DK,Denmark,2023,0
HR,Croatia,DK,Denmark,2024,0
HR,Croatia,DK,Denmark,2025,0
HU,Hungary,DK,Denmark,2021,0
HU,Hungary,DK,Denmark,2022,0
HU,Hungary,DK,Denmark,2023,0
HU,Hungary,DK,Denmark,2024,0
HU,Hungary,DK,Denmark,2025,0
IE,Ireland,DK,Denmark,2021,0
IE,Ireland,DK,Denmark,2022,0
IE,Ireland,DK,Denmark,2023,0
IE,Ireland,DK,Denmark,2024,0
IE,Ireland,DK,Denmark,2025,0
IS,Iceland,DK,Denmark,2021,0
IS,Iceland,DK,Denmark,2022,0
IS,Iceland,DK,Denmark,2023,0
IS,Iceland,DK,Denmark,2024,0
IS,Iceland,DK,Denmark,2025,0
IT,Italy,DK,Denmark,2021,0
IT,Italy,DK,Denmark,2022,0
IT,Italy,DK,Denmark,2023,0
IT,Italy,DK,Denmark,2024,0
IT,Italy,DK,Denmark,2025,0
LI,Liechtenstein,DK,Denmark,2021,0
LI,Liechtenstein,DK,Denmark,2022,0
LI,Liechtenstein,DK,Denmark,2023,0
LI,Liechtenstein,DK,Denmark,2024,0
LI,Liechtenstein,DK,Denmark,2025,0
LT,Lithuania,DK,Denmark,2021,0
LT,Lithuania,DK,Denmark,2022,0
LT,Lithuania,DK,Denmark,2023,0
LT,Lithuania,DK,Denmark,2024,0
LT,Lithuania,DK,Denmark,2025,0
LU,Luxembourg,DK,Denmark,2021,0
LU,Luxembourg,DK,Denmark,2022,0
LU,Luxembourg,DK,Denmark,2023,0
LU,Luxembourg,DK,Denmark,2024,0
LU,Luxembourg,DK,Denmark,2025,0
LV,Latvia,DK,Denmark,2021,0
LV,Latvia,DK,Denmark,2022,0
LV,Latvia,DK,Denmark,2023,0
LV,Latvia,DK,Denmark,2024,0
LV,Latvia,DK,Denmark,2025,0
MT,Malta,DK,Denmark,2021,0
MT,Malta,DK,Denmark,2022,0
MT,Malta,DK,Denmark,2023,0
MT,Malta,DK,Denmark,2024,0
MT,Malta,DK,Denmark,2025,0
NL,Netherlands,DK,Denmark,2021,0
NL,Netherlands,DK,Denmark,2022,0
NL,Netherlands,DK,Denmark,2023,0
NL,Netherlands,DK,Denmark,2024,0
NL,Netherlands,DK,Denmark,2025,0
NO,Norway,DK,Denmark,2021,0
NO,Norway,DK,Denmark,2022,0
NO,Norway,DK,Denmark,2023,0
NO,Norway,DK,Denmark,2024,0
NO,Norway,DK,Denmark,2025,0
PL,Poland,DK,Denmark,2021,0
PL,Poland,DK,Denmark,2022,0
PL,Poland,DK,Denmark,2023,0
PL,Poland,DK,Denmark,2024,0
PL,Poland,DK,Denmark,2025,0
PT,Portugal,DK,Denmark,2021,0
PT,Portugal,DK,Denmark,2022,0
PT,Portugal,DK,Denmark,2023,0
PT,Portugal,DK,Denmark,2024,0
PT,Portugal,DK,Denmark,2025,0
RO,Romania,DK,Denmark,2021,0
RO,Romania,DK,Denmark,2022,0
RO,Romania,DK,Denmark,2023,0
RO,Romania,DK,Denmark,2024,0
RO,Romania,DK,Denmark,2025,0
SE,Sweden,DK,Denmark,2021,0
SE,Sweden,DK,Denmark,2022,0
SE,Sweden,DK,Denmark,2023,0
SE,Sweden,DK,Denmark,2024,0
SE,Sweden,DK,Denmark,2025,0
SI,Slovenia,DK,Denmark,2021,0
SI,Slovenia,DK,Denmark,2022,0
SI,Slovenia,DK,Denmark,2023,0
SI,Slovenia,DK,Denmark,2024,0
SI,Slovenia,DK,Denmark,2025,0
SK,Slovakia,DK,Denmark,2021,0
SK,Slovakia,DK,Denmark,2022,0
SK,Slovakia,DK,Denmark,2023,0
SK,Slovakia,DK,Denmark,2024,0
SK,Slovakia,DK,Denmark,2025,0
AT,Austria,DM,Dominica,2021,0
AT,Austria,DM,Dominica,2022,0
AT,Austria,DM,Dominica,2023,0
AT,Austria,DM,Dominica,2024,0
AT,Austria,DM,Dominica,2025,0
BE,Belgium,DM,Dominica,2021,0
BE,Belgium,DM,Dominica,2022,0
BE,Belgium,DM,Dominica,2023,0
BE,Belgium,DM,Dominica,2024,0
BE,Belgium,DM,Dominica,2025,0
BG,Bulgaria,DM,Dominica,2021,0
BG,Bulgaria,DM,Dominica,2022,0
BG,Bulgaria,DM,Dominica,2023,0
BG,Bulgaria,DM,Dominica,2024,0
BG,Bulgaria,DM,Dominica,2025,0
CH,Switzerland,DM,Dominica,2021,0
CH,Switzerland,DM,Dominica,2022,0
CH,Switzerland,DM,Dominica,2023,0
CH,Switzerland,DM,Dominica,2024,0
CH,Switzerland,DM,Dominica,2025,0
CY,Cyprus,DM,Dominica,2021,0
CY,Cyprus,DM,Dominica,2022,0
CY,Cyprus,DM,Dominica,2023,0
CY,Cyprus,DM,Dominica,2024,0
CY,Cyprus,DM,Dominica,2025,0
CZ,Czechia,DM,Dominica,2021,0
CZ,Czechia,DM,Dominica,2022,0
CZ,Czechia,DM,Dominica,2023,0
CZ,Czechia,DM,Dominica,2024,0
CZ,Czechia,DM,Dominica,2025,0
DE,Germany,DM,Dominica,2021,0
DE,Germany,DM,Dominica,2022,0
DE,Germany,DM,Dominica,2023,0
DE,Germany,DM,Dominica,2024,0
DE,Germany,DM,Dominica,2025,0
DK,Denmark,DM,Dominica,2021,0
DK,Denmark,DM,Dominica,2022,0
DK,Denmark,DM,Dominica,2023,0
DK,Denmark,DM,Dominica,2024,0
DK,Denmark,DM,Dominica,2025,0
EE,Estonia,DM,Dominica,2021,0
EE,Estonia,DM,Dominica,2022,0
EE,Estonia,DM,Dominica,2023,0
EE,Estonia,DM,Dominica,2024,0
EE,Estonia,DM,Dominica,2025,0
EL,Greece,DM,Dominica,2021,0
EL,Greece,DM,Dominica,2022,0
EL,Greece,DM,Dominica,2023,0
EL,Greece,DM,Dominica,2024,0
EL,Greece,DM,Dominica,2025,0
ES,Spain,DM,Dominica,2021,0
ES,Spain,DM,Dominica,2022,0
ES,Spain,DM,Dominica,2023,0
ES,Spain,DM,Dominica,2024,0
ES,Spain,DM,Dominica,2025,0
EU27_2020,European Union - 27 countries (from 2020),DM,Dominica,2021,0
EU27_2020,European Union - 27 countries (from 2020),DM,Dominica,2022,0
EU27_2020,European Union - 27 countries (from 2020),DM,Dominica,2023,0
EU27_2020,European Union - 27 countries (from 2020),DM,Dominica,2024,0
EU27_2020,European Union - 27 countries (from 2020),DM,Dominica,2025,0
FI,Finland,DM,Dominica,2021,0
FI,Finland,DM,Dominica,2022,0
FI,Finland,DM,Dominica,2023,0
FI,Finland,DM,Dominica,2024,0
FI,Finland,DM,Dominica,2025,0
FR,France,DM,Dominica,2021,0
FR,France,DM,Dominica,2022,0
FR,France,DM,Dominica,2023,0
FR,France,DM,Dominica,2024,0
FR,France,DM,Dominica,2025,0
HR,Croatia,DM,Dominica,2021,0
HR,Croatia,DM,Dominica,2022,0
HR,Croatia,DM,Dominica,2023,0
HR,Croatia,DM,Dominica,2024,0
HR,Croatia,DM,Dominica,2025,0
HU,Hungary,DM,Dominica,2021,0
HU,Hungary,DM,Dominica,2022,0
HU,Hungary,DM,Dominica,2023,0
HU,Hungary,DM,Dominica,2024,0
HU,Hungary,DM,Dominica,2025,0
IE,Ireland,DM,Dominica,2021,0
IE,Ireland,DM,Dominica,2022,0
IE,Ireland,DM,Dominica,2023,0
IE,Ireland,DM,Dominica,2024,0
IE,Ireland,DM,Dominica,2025,0
IS,Iceland,DM,Dominica,2021,0
IS,Iceland,DM,Dominica,2022,0
IS,Iceland,DM,Dominica,2023,0
IS,Iceland,DM,Dominica,2024,0
IS,Iceland,DM,Dominica,2025,0
IT,Italy,DM,Dominica,2021,0
IT,Italy,DM,Dominica,2022,0
IT,Italy,DM,Dominica,2023,0
IT,Italy,DM,Dominica,2024,0
IT,Italy,DM,Dominica,2025,0
LI,Liechtenstein,DM,Dominica,2021,0
LI,Liechtenstein,DM,Dominica,2022,0
LI,Liechtenstein,DM,Dominica,2023,0
LI,Liechtenstein,DM,Dominica,2024,0
LI,Liechtenstein,DM,Dominica,2025,0
LT,Lithuania,DM,Dominica,2021,0
LT,Lithuania,DM,Dominica,2022,0
LT,Lithuania,DM,Dominica,2023,0
LT,Lithuania,DM,Dominica,2024,0
LT,Lithuania,DM,Dominica,2025,0
LU,Luxembourg,DM,Dominica,2021,0
LU,Luxembourg,DM,Dominica,2022,0
LU,Luxembourg,DM,Dominica,2023,0
LU,Luxembourg,DM,Dominica,2024,0
LU,Luxembourg,DM,Dominica,2025,0
LV,Latvia,DM,Dominica,2021,0
LV,Latvia,DM,Dominica,2022,0
LV,Latvia,DM,Dominica,2023,0
LV,Latvia,DM,Dominica,2024,0
LV,Latvia,DM,Dominica,2025,0
MT,Malta,DM,Dominica,2021,0
MT,Malta,DM,Dominica,2022,0
MT,Malta,DM,Dominica,2023,0
MT,Malta,DM,Dominica,2024,0
MT,Malta,DM,Dominica,2025,0
NL,Netherlands,DM,Dominica,2021,0
NL,Netherlands,DM,Dominica,2022,0
NL,Netherlands,DM,Dominica,2023,0
NL,Netherlands,DM,Dominica,2024,0
NL,Netherlands,DM,Dominica,2025,0
NO,Norway,DM,Dominica,2021,0
NO,Norway,DM,Dominica,2022,0
NO,Norway,DM,Dominica,2023,0
NO,Norway,DM,Dominica,2024,0
NO,Norway,DM,Dominica,2025,0
PL,Poland,DM,Dominica,2021,0
PL,Poland,DM,Dominica,2022,0
PL,Poland,DM,Dominica,2023,0
PL,Poland,DM,Dominica,2024,0
PL,Poland,DM,Dominica,2025,0
PT,Portugal,DM,Dominica,2021,0
PT,Portugal,DM,Dominica,2022,0
PT,Portugal,DM,Dominica,2023,0
PT,Portugal,DM,Dominica,2024,0
PT,Portugal,DM,Dominica,2025,0
RO,Romania,DM,Dominica,2021,0
RO,Romania,DM,Dominica,2022,0
RO,Romania,DM,Dominica,2023,0
RO,Romania,DM,Dominica,2024,0
RO,Romania,DM,Dominica,2025,0
SE,Sweden,DM,Dominica,2021,0
SE,Sweden,DM,Dominica,2022,0
SE,Sweden,DM,Dominica,2023,0
SE,Sweden,DM,Dominica,2024,0
SE,Sweden,DM,Dominica,2025,0
SI,Slovenia,DM,Dominica,2021,0
SI,Slovenia,DM,Dominica,2022,0
SI,Slovenia,DM,Dominica,2023,0
SI,Slovenia,DM,Dominica,2024,0
SI,Slovenia,DM,Dominica,2025,0
SK,Slovakia,DM,Dominica,2021,0
SK,Slovakia,DM,Dominica,2022,0
SK,Slovakia,DM,Dominica,2023,0
SK,Slovakia,DM,Dominica,2024,0
SK,Slovakia,DM,Dominica,2025,0
AT,Austria,DO,Dominican Republic,2021,0
AT,Austria,DO,Dominican Republic,2022,0
AT,Austria,DO,Dominican Republic,2023,0
AT,Austria,DO,Dominican Republic,2024,0
AT,Austria,DO,Dominican Republic,2025,0
BE,Belgium,DO,Dominican Republic,2021,0
BE,Belgium,DO,Dominican Republic,2022,0
BE,Belgium,DO,Dominican Republic,2023,0
BE,Belgium,DO,Dominican Republic,2024,0
BE,Belgium,DO,Dominican Republic,2025,0
BG,Bulgaria,DO,Dominican Republic,2021,0
BG,Bulgaria,DO,Dominican Republic,2022,0
BG,Bulgaria,DO,Dominican Republic,2023,0
BG,Bulgaria,DO,Dominican Republic,2024,0
BG,Bulgaria,DO,Dominican Republic,2025,0
CH,Switzerland,DO,Dominican Republic,2021,0
CH,Switzerland,DO,Dominican Republic,2022,0
CH,Switzerland,DO,Dominican Republic,2023,0
CH,Switzerland,DO,Dominican Republic,2024,0
CH,Switzerland,DO,Dominican Republic,2025,0
CY,Cyprus,DO,Dominican Republic,2021,0
CY,Cyprus,DO,Dominican Republic,2022,0
CY,Cyprus,DO,Dominican Republic,2023,0
CY,Cyprus,DO,Dominican Republic,2024,0
CY,Cyprus,DO,Dominican Republic,2025,0
CZ,Czechia,DO,Dominican Republic,2021,0
CZ,Czechia,DO,Dominican Republic,2022,0
CZ,Czechia,DO,Dominican Republic,2023,0
CZ,Czechia,DO,Dominican Republic,2024,0
CZ,Czechia,DO,Dominican Republic,2025,0
DE,Germany,DO,Dominican Republic,2021,0
DE,Germany,DO,Dominican Republic,2022,0
DE,Germany,DO,Dominican Republic,2023,0
DE,Germany,DO,Dominican Republic,2024,0
DE,Germany,DO,Dominican Republic,2025,0
DK,Denmark,DO,Dominican Republic,2021,0
DK,Denmark,DO,Dominican Republic,2022,0
DK,Denmark,DO,Dominican Republic,2023,0
DK,Denmark,DO,Dominican Republic,2024,0
DK,Denmark,DO,Dominican Republic,2025,0
EE,Estonia,DO,Dominican Republic,2021,0
EE,Estonia,DO,Dominican Republic,2022,0
EE,Estonia,DO,Dominican Republic,2023,0
EE,Estonia,DO,Dominican Republic,2024,0
EE,Estonia,DO,Dominican Republic,2025,0
EL,Greece,DO,Dominican Republic,2021,0
EL,Greece,DO,Dominican Republic,2022,0
EL,Greece,DO,Dominican Republic,2023,0
EL,Greece,DO,Dominican Republic,2024,0
EL,Greece,DO,Dominican Republic,2025,0
